,Publisher
1182,Auriga Pub. Group
1183,Aurora Press
1184,Aurora Publishing
1185,Aurum Press
1186,Auschwitz-Birkenau State Museum
1187,Aussaat
1188,"Aussaat-/Schriftenm., N."
1189,Austin  Nelson
1190,Austin  Winfield Publishers
1191,Austin Junior Forum
1192,Australia in Print
1193,Australian Broadcasting Commission in association with Hodder  Stoughton (Australia)
1194,Australian Broadcasting Corp
1195,Australian Consolidated Press
1196,Australian Council for Educational
1197,Australian Council for Educational Research
1198,Australian Government Publishing Service
1199,Autarkee Press
1200,Authentic Lifestyle
1201,Authentic Media
1202,Author's Choice Press
1203,Author's Publishing
1204,Authorhouse
1205,Authorlink
1206,Authorlink Press
1207,Authors Choice Press
1208,Authors Online
1209,AuthorsOmniscient Publishers
1210,Autism Asperger Publishing Company
1211,Autodesk Press
1212,Autodidactic Press
1213,Automobile Club Southern Calif
1214,Automobile Club of Southern California
1215,Autonomedia
1216,Autoren Edition
1217,Autores Editores
1218,Autrement
1219,Autumn Press
1220,Autumn Publishing Ltd
1221,Autumngold Pub.
1222,Available Press
1223,Available from Starseed Seminars
1224,Available in the US from General Distribution Services
1225,Avalanche Press
1226,Avalon Books
1227,Avalon House Pub.
1228,Avalon Publishing Group
1229,Avalon Travel Publishing
1230,Avanti Associates
1231,Avatar Press
1232,Avatar Publishing Group
1233,Ave Maria Pr
1234,Ave Maria Press
1235,Avenel Books
1236,Avenel Books : distributed by Crown Publishers
1237,Aventine Press
1238,Avery Color Studios
1239,Avery Pub. Group
1240,Avery Publishing Group
1241,Avian Books
1242,Avian Publications
1243,Avian-Cetacean Press
1244,Aviation Book Co
1245,Aviation Book Company
1246,Aviation Supplies  Academics
1247,"Avid Press, LLC"
1248,Avocet Press
1249,Avon
1250,Avon Books
1251,Avon Books London
1252,Avon Books of Canada
1253,"Avon Books, Harper Collins"
1254,"Avon Books, Inc."
1255,Avon Publishers
1256,Avon Springs Press
1257,Avon Trade
1258,"Avon, Harper Collins"
1259,Avon/Books
1260,AvonBooks
1261,Avons Books
1262,Avui
1263,Awaken Publications
1264,Awaken the Genius Foundation
1265,Award Publications
1266,Awe-Struck
1267,Awieca Inc.
1268,Axolotl Pr
1269,Ayer Co Pub
1270,Ayers  James
1271,B  B Audio Inc
1272,B  T Books
1273,B  W Publishing
1274,B A K Books
1275,B C S Associates
1276,B Ediciones
1277,B H B Distribution
1278,B Store Pr
1279,B&amp;w Publishing Ltd
1280,"B, Grasset"
1281,B. Adams
1282,B. Adams Pub
1283,B. Bakker
1284,"B. Bakker voor de Stichting Collectieve Propaganda van het Nederlandse Boek, CPNB"
1285,B. Blackwell
1286,B. Campiche
1287,"B. Dalton Booksellers, a division of Barnes and Noble Bookstores"
1288,B. Galland
1289,B. Grasset
1290,B. Harris Microwave Cooking Services
1291,B. Hastin
1292,B. Jain Publishers
1293,B. McKee
1294,B. Terrell Publisher
1295,B. WahlstrÃ¶m
1296,B.C. Decker
1297,B.R. Pub. Corp
1298,B.R. Publishing Company (TN)
1299,B.T. Batsford
1300,B3 Books
1301,BBC
1302,BBC Books
1303,BBC Consumer Publishing
1304,BBC Consumer Publishing (Books)
1305,BBC Publications
1306,BBC Worldwide Publishing
1307,BBS Publishing Corporation
1308,BD Lire /du Lys
1309,BDD Promotional Books Company
1310,BETA Books
1311,BFI Publishing
1312,BHB International
1313,BIOS Scientific Publishers
1314,BLV
1315,BLV Verlagsgesellschaft mbH
1316,BMG Wort
1317,BOA Editions
1318,BPCC Paperbacks Ltd.
1319,BQ
1320,BRAT Pub.
1321,BRAVA
1322,BRF (The Bible Reading Fellowship)
1323,BRG Publishing
1324,BTC Audiobooks
1325,BVU Buchverlag Union GmbH Berlin
1326,BYTE Books
1327,BZZTÃ´H
1328,Babbage Press
1329,Babe Winkelman Productions
1330,Babelfish Press
1331,Baby Einstein Company
1332,Bachrach  Assoc
1333,Back Bay Books
1334,Back Door Press
1335,Back Stage Books
1336,Back in the Bronx
1337,Back to the Bible
1338,Back to the Bible Publishing
1339,Back-In-Print Books Ltd
1340,Backbeat Books
1341,Backbeat Press
1342,Backcountry Guides
1343,Backcountry Publications
1344,Backeddy Books
1345,Backinprint.com
1346,Backside Press
1347,Backup Computer Resources
1348,Backwater Publishing
1349,Backyard Scientist
1350,Bad Dog Pr
1351,Bad Dog Press
1352,Bad Intentions Press
1353,Badboy
1354,Badger Books (WI)
1355,Badlands Natural History Assn
1356,Baen
1357,Baen Books
1358,Baen Books (Baen Publishing Enterprises)
1359,Baffler
1360,Bagheera
1361,Baha'i Distribution Service
1362,Baha'i Publishing
1363,Bahai Pub Trust
1364,BahÃ¡'Ã­ Pub. Trust
1365,BahÃ¡Â®Ã­ Pub. Trust
1366,"Bailen, Barcelona"
1367,Bain  Cox
1368,BainBridgeBooks (PA)
1369,Baker  Taylor
1370,Baker  Taylor Video
1371,Baker Academic
1372,Baker Book House
1373,Baker Book House Co
1374,Baker Bookhouse
1375,Baker Books
1376,Baker Bytes
1377,Baker Pub Group
1378,Baker Publishing
1379,Bakker
1380,Balans
1381,Balcony Press
1382,Balcony Publishing
1383,Bald Eagle Mountain Press
1384,Baldini  Castoldi
1385,Baldini e Castoldi
1386,Baldini&amp;Castoldi
1387,Baleine
1388,Ball Publishing
1389,Balland
1390,Ballantine
1391,Ballantine Books
1392,Ballantine Books (Mm)
1393,Ballantine Books (Trd Pap)
1394,Ballantine Books/Fawcett
1395,Ballantine Publishing Group
1396,Ballentyne  Balfour
1397,Balmur Book Publishing
1398,Balnain Books
1399,Balogh Scientific Books
1400,Baltimore Sun
1401,Bamberry Cove Books
1402,Bamboo Ridge Press
1403,Banana Peel Books
1404,Banbury Books
1405,Banbury Publishing Company
1406,Bancroft Press
1407,Bandanna Books
1408,Banff Centre Press
1409,Bange
1410,Bank Street Press
1411,Bannack Pub Co
1412,Banned Books
1413,Banner Pr
1414,Banner Press
1415,Banner of Truth
1416,"Banta  Pool Literary Properties, LLC"
1417,Bantam
1418,Bantam Audio Publishing
1419,Bantam Australia
1420,Bantam Book
1421,Bantam Books
1422,Bantam Books (Mm)
1423,Bantam Books for Young Readers
1424,Bantam Books of Canada Ltd
1425,"Bantam Books, Inc"
1426,"Bantam Books, Inc."
1427,Bantam Books-Audio
1428,Bantam Classic  Loveswept
1429,Bantam Classic  Loveswept (Mm)
1430,Bantam Classics
1431,Bantam Dell Pub Group
1432,Bantam Dell Publishing Group
1433,Bantam Doubleday
1434,Bantam Doubleday Dell
1435,Bantam Doubleday Dell Books
1436,Bantam Doubleday Dell Books for Young Readers
1437,Bantam Doubleday Dell Pub
1438,Bantam Doubleday Dell Pub (J)
1439,Bantam Doubleday Dell Pub (T)
1440,Bantam Doubleday Dell Pub (Trd Pap)
1441,Bantam Doubleday Dell Pub (Trd)
1442,Bantam Doubleday Dell Publishing Group
1443,Bantam Doubleday Dell Publishing Group Inc
1444,Bantam Doubleday-Trumpet Club
1445,Bantam Pr Ltd
1446,Bantam Press
1447,"Bantam Press, Ltd."
1448,Bantam Seal Books
1449,Bantam Skylark
1450,Bantam Skylark Book
1451,Bantam Spectra
1452,Bantam Starfire
1453,Bantam books
1454,Bantam/Seal
1455,Bantan
1456,Bantom Books
1457,Banyan Books
1458,Baobab
1459,Baobab Books
1460,Baptist Spanish Publishing House
1461,Barbara L Grainger
1462,Barbed Wire Pub
1463,Barbour Bargain Books
1464,Barbour Books
1465,"Barbour Books, Inc."
1466,Barbour Pub
1467,Barbour Pub Inc
1468,Barbour Publishing
1469,Barbour Publishing  Humble Creek
1470,Barbour Publishing Inc
1471,Barbour Publishing Inc.
1472,Barbour Publishing and Humnble Creek
1473,"Barbour Publishing, Inc."
1474,"Barbour Publishing, Incorporated"
1475,"Barbour and Company, Inc."
1476,Barcino
1477,Barclay Books (FL)
1478,"Barclay Books, LLC"
1479,Barclay Press
1480,Bard
1481,Bard Books
1482,Bard Hall Press
1483,Bard Press
1484,Bard Press (TX)
1485,Bardsong Press
1486,Bare Bones Press
1487,Barefoot Books
1488,Barefoot Publishing
1489,Bargain Alain
1490,Bargain Books
1491,Barker
1492,Barn Owl Books
1493,Barn Peg Press
1494,Barnes  Nobel
1495,Barnes  Noble
1496,Barnes  Noble Books
1497,Barnes  Noble Books-Imports
1498,Barnes  Noble Classics
1499,Barnes  Noble Inc
1500,Barnes  Noble Inc.
1501,Barnes  Noble Inc. thru Anness Pub LTD
1502,Barnes  Noble Publishing
1503,"Barnes  Noble, Inc."
1504,Barnes  Nobles Books
1505,Barnes And Noble
1506,Barnes Noble
1507,Barnes Noble Books
1508,Barnes Noble Books(imports
1509,Barnes Noble Classics
1510,Barnes Noble Inc
1511,Barnes and Noble
1512,Barnes and Noble Books
1513,Barnes and Noble Inc
1514,Barney Pub
1515,Barney Publishing
1516,Baronet Books
1517,Baronet Pub Co
1518,Barrault
1519,Barricade Books
1520,"Barricade Books, Inc."
1521,Barrington Stoke
1522,Barron's
1523,Barron's Educational Series
1524,Barron's Educational Series Inc
1525,"Barron's Educational Series, Inc"
1526,"Barron's Educational Series, inc"
1527,Barrons Education Series Inc
1528,Barrons Educational Audio
1529,Barrons Educational Series
1530,Barrons Educational Series Inc
1531,Barrons Juveniles
1532,Barry Long Books
1533,Barrytown Limited
1534,Bart Books
1535,Bartholomeu
1536,Bartholomew
1537,Bartlett Publishing
1538,Barton  Brett
1539,Base Camp Books
1540,Baseball America
1541,Baseline Books
1542,Basement Press
1543,Basic Books
1544,Basic Civitas Books
1545,Basic Health Publications
1546,BasicCivitas Books
1547,Basilica Press
1548,Baskerville Books
1549,Baskerville Publishers Inc.
1550,Bassermann
1551,Bast Books
1552,Bastei Lubbe
1553,Bastei LÃ¼bbe
1554,Bastei-LÃ¼bbe
1555,Bastei-Verlag Gustav H. Lubbe GmbH  Co.
1556,Bastet Publishing
1557,Bastille Books
1558,Bates-Swope Enterprises
1559,Bathroom Reader Press
1560,Bathroom Readers Pr
1561,Baton Wicks
1562,Baton Wicks Publications
1563,Batsford
1564,"Batsford Brassey,  Inc."
1565,Battered Silicon Dispatch Box Press
1566,Battiston Pub
1567,"Bauer, Freiburg"
1568,Bausch  Lombard
1569,Baxter Press
1570,Bay Books (CA)
1571,Bay Island Books
1572,Bay Press (WA)
1573,Bay Tree Publishing
1574,Bay to Bay Distribution
1575,Bayard
1576,Bayard Jeunesse
1577,Bayeux Arts
1578,"Bayeux Arts,Inc."
1579,Bayhampton Publications
1580,Baylor University Press
1581,Bayside Press
1582,Baywood Pub Co
1583,Bbc Pubns
1584,Bbs Pub Corp
1585,Bdd Promotional Book Co
1586,Bdk Bucherdienst
1587,Be-Mused Publications
1588,BeaGay Publications
1589,Beach Holme Publishing
1590,BeachHouse Publishing
1591,Beacham Publishing Corporation
1592,Beacon Communications Pty Ltd
1593,Beacon Hill Press
1594,Beacon Press
1595,Beacon Publishing
1596,Beacon Publishing (OH)
1597,Beacon Street Girls
1598,Beacon of Trust
1599,Beagle Bay Books
1600,Bear  Company
1601,Bear Creek Publications
1602,Bear Tribe Pub
1603,Bear Tribe Pub.
1604,Bear Wallow Publishing Company
1605,Beas Ediciones
1606,Beascoa
1607,Beauchemin
1608,Beaufort Books
1609,Beaufort Books Inc
1610,Beaufort Books Publishers
1611,"Beaufort Books, Inc."
1612,Beaugard Pr
1613,Beautiful Amer Pub Co
1614,Beautiful America Pub Co
1615,Beautiful Beads
1616,Beaux Arts
1617,Beaux Arts Editions
1618,Beaver's Pond Press
1619,Beck
1620,Beckett Pubns
1621,Bedford Arts
1622,Bedford Books
1623,Bedford Books of St. Martin's Press
1624,Bedford/St. Martin's
1625,Bedford/st Martins
1626,Bedhead Books
1627,Bedrick
1628,Bedside Books
1629,Beech Tree Paperback Book
1630,"Beechwood Healthbooks, Inc."
1631,Beekman Books Inc
1632,Beekman House
1633,Beekman Pub
1634,Beeline Books
1635,"Begell House Publishers, Incorporated"
1636,Beginner Books
1637,Beginning Press
1638,Behany House Publishers
1639,Behind The News Press
1640,Behrman House Publishing
1641,Bela Lingvo Press
1642,Belfond
1643,Belhue Press
1644,Belin
1645,Belknap Press
1646,Bell
1647,Bell Pub. Co.
1648,Bell Springs Publishing
1649,Bell Tower Book
1650,Bella Books
1651,Bella books
1652,Belle Grove Publishing Company
1653,Belle Publishing
1654,BelleBooks
1655,Bellerophon Books
1656,Belles Lettres
1657,Belles lettres
1658,Bellevue Books
1659,Bellew Publishing Co Ltd
1660,Bellwether Publishing
1661,Belser
1662,Beltz
1663,Beltz  Gelberg
1664,Beltz AthenÃ?Â¤um GmbH
1665,Beltz und Gelberg
1666,BeltzPVU
1667,Belvoir Publications
1668,Ben Hur
1669,Benbella Books
1670,Bench Pr
1671,Bench Press
1672,Benchmark Books (NY)
1673,Benchmark Press
1674,Benchmark Publishing and Design
1675,Benedict Lust Publications
1676,Benedikt Taschen Verlag
1677,Benefactory
1678,Benham (A. Buckingham) Ltd
1679,Benjamin Co
1680,"Benjamin Company, Incorporated"
1681,Benjamin Cummings
1682,Benjamin Franklin Literary &amp;
1683,Benjamin-Cummings Publishing Company
1684,Benjamin/Cummings
1685,Benjamin/Cummings Pub. Co
1686,Benno
1687,Benteli
1688,Bentlight Media
1689,Benziger
1690,Benzinger
1691,Berg Publishers
1692,Berg Publishers Ltd
1693,Bergamot Books
1694,Bergh Publishing Group % Dutton
1695,Bergin  Garvey Paperback
1696,Bergin  Garvey Trade
1697,Bergli Books
1698,Berita Pub
1699,Berkeley Books
1700,Berkeley Hills Books
1701,Berkeley Publishing Group
1702,Berkeley Slavic Specialties
1703,Berkely Prime Crime
1704,Berklee Press Publications
1705,Berkley
1706,Berkley Books
1707,Berkley Boulevard Books
1708,Berkley Crime Fiction
1709,Berkley Hardcover
1710,Berkley Jam Books
1711,Berkley Prime Crime
1712,Berkley Pub Group
1713,Berkley Pub Group (Mm)
1714,Berkley Pub. Corp
1715,Berkley Pub. Corp. : distributed by Putnam
1716,Berkley Publishing Corp
1717,Berkley Publishing Group
1718,Berkley Trade
1719,Berkshire House Publishers
1720,Berkshire Traveller Press
1721,Berlin Verlag
1722,"Berlin Verlag, Berlin"
1723,Berliner Taschenbuch Verlag
1724,Berliner Taschenbuchverlag
1725,Berlitz Guides
1726,Berlitz Pub. Co
1727,Berman Publishing Company
1728,Bernan Assoc
1729,Bernard Babani (Publishing) Ltd
1730,Bernard Barrault
1731,Bernard Campiche
1732,Bernard Grasset
1733,Bernard H Hamel
1734,Bernard Jensen Publisher
1735,Bernstein Books
1736,Berrett-Koehler Pub
1737,Berrett-Koehler Pub/Kumarian Press
1738,Berrett-Koehler Publishers
1739,Berry Books
1740,Bertelsmann
1741,"Bertelsmann Verlag GmbH (Belletristik, Kinder- u. Jugendbuch) Sachbuch"
1742,"Bertelsmann, MÃ?Â¼nchen"
1743,Bertelsmann-Lexikon-Verlag
1744,Bertil Galland
1745,Bertrand Editora
1746,Beso Entertainment
1747,Bess Pr Inc
1748,Bess Press
1749,Bess Press Inc
1750,"Bess Press, Inc."
1751,Best Bistros  Brasseries
1752,Best Books
1753,Best Fares USA
1754,Best Pub. Co.
1755,Best Sellers Publishing Company
1756,Best of Small Press Publishers
1757,Best of the Bridge Publishing
1758,Bet Books
1759,Beta Books
1760,Betancourt  Company
1761,Betania
1762,Bethany
1763,Bethany Fellowship
1764,Bethany House
1765,Bethany House Publishers
1766,Bethany Press
1767,Bethel Publishing
1768,"Bethesda Softworks, Inc."
1769,Bethlehem Book Publishers
1770,Bethlehem Books
1771,Better Baby Press
1772,Better Books Bureau
1773,Better Books Co
1774,Better Homes  Gardens
1775,Better Homes and Gardens
1776,Better Homes and Gardens Books
1777,Better Living Publications
1778,Betterway Books
1779,Betterway Publications
1780,Betty
1781,Betty Crocker
1782,Between the Lines
1783,Betz
1784,Betzel
1785,Bev Hawley  Company
1786,Bewrite Books
1787,Beyond Words Pub
1788,Beyond Words Publishing
1789,Beyond Words Publising
1790,Beyond the Pale Publications
1791,Bezige Bij
1792,Bhaktivedanta Book Trust
1793,"Bible Study Resources, Inc"
1794,Bible Voice Inc
1795,Bibles/Liturgical/Music
1796,Biblical Archaeology Society
1797,Biblio Distribution
1798,Bibliographical Society of University of Virg
1799,Bibliographisches Institut
1800,Bibliographisches Institut  F.A. Brockhaus A
1801,Bibliographisches Institut Leipzig
1802,"Bibliographisches Institut, Mannheim"
1803,Biblioteca Nueva
1804,Biblioteca Universale Rizzoli
1805,Biblioteca de Bolsillo
1806,Biblioteca del Vascello
1807,Biblioteca universale Rizzoli
1808,Bibliothek der Provinz
1809,Bicycle Books
1810,Biddle Pub Co
1811,Biddle Pub. Co.
1812,Big 4 Media
1813,Big Bean Publishing
1814,Big Cat Press
1815,Big Engine
1816,Big Heart Corporation
1817,Big Mallard Books
1818,Big Red Chair Books
1819,Big Tent Entertainment
1820,BigHead Press
1821,Bilgi DagÂ¸tÂ¸m
1822,Bilingual Books (WA)
1823,Bilingual Education Serv
1824,Bilingual Press/Editorial Bilingue (AZ)
1825,Bilingual Review Pr
1826,Billboard Books
1827,Billboard Publications
1828,Billy Graham Evangelistic Association
1829,Biltmore Co
1830,Biltmore Company
1831,Bindu Books
1832,Binford  Mort Publishing
1833,Bio Med Intl
1834,Biosphere Press
1835,Birch Brook Press
1836,Birch Lane Press
1837,Birchwood Page Publishing
1838,Bird Watcher's Digest Press
1839,Bird Watchers Digest Pr
1840,BirdLife International
1841,Birdcage Books
1842,Birds On A Wire Productions
1843,Birkhauser (Architectural)
1844,Birkhauser Verlag
1845,BirkhÃ?Â¤user Verlag
1846,Birlinn
1847,Birlinn Limited
1848,Birlinn Publishers
1849,Birmingham News
1850,Birth Day Publishing Company
1851,Biscuit Tree Books
1852,Bishop Museum Press
1853,Bison
1854,Bison Books
1855,Biting Dog Publications
1856,Bitter Lemon Press
1857,BkMk Press of the University of Missouri-Kans
1858,Black
1859,Black Belt Press
1860,Black Books
1861,Black Classic Pr
1862,Black Classic Press
1863,Black Dog  Leventhal
1864,Black Dog  Leventhal Pub
1865,Black Dog  Leventhal Publishers
1866,Black Dog and Leventhal Publishing Inc
1867,Black Dome Press
1868,Black Hat Press
1869,Black Heron Press
1870,Black Ice Books
1871,Black Inc
1872,Black Lace
1873,Black Letter Press
1874,Black Library
1875,Black Lizard Books
1876,Black Moss Press
1877,Black Pursuit
1878,Black Rose Books
1879,Black Sparrow Books
1880,Black Sparrow Press
1881,Black Sparrow Press+
1882,Black Spring Books
1883,Black Spring Press
1884,Black Swab
1885,Black Swan
1886,"Black Swan Books, Limited"
1887,Black Wattle Press
1888,Blackberry: Salted in the Shell
1889,Blackbirch Marketing
1890,Blackbirch Press
1891,Blackbirch Press Inc
1892,Blackie
1893,Blackie Children's Books
1894,Blacklead Books
1895,Blacklock Nature Photography
1896,Blacksmith Corp
1897,Blackstaff Pr
1898,Blackstaff Press
1899,Blackstaff Press Ltd
1900,Blackstone Audio Books
1901,Blackstone Audiobooks
1902,Blackstone Press
1903,Blackstone Press Ltd
1904,Blackwater Pr
1905,Blackwater Press
1906,Blackwell
1907,Blackwell Business
1908,Blackwell Pub
1909,Blackwell Pub Professional
1910,Blackwell Publishers
1911,Blackwell Science
1912,Blackwell Science Inc
1913,Blackwell Scientific
1914,Blair Publishing House
1915,"Blair, John F+publisher"
1916,Blake Books Distribution
1917,Blake Books Distribution Ltd.
1918,Blake Pub
